id,label,class,text
2390,2,AI-Generated,"Dear valued member, We trust this communication reaches you well. that we have updated our terms to ensure transparency and clarity. Moreover, Going forward, we will continue to enhance our offerings. Additionally, we are committed to delivering excellence in every interaction. We appreciate your prompt attention to this matter. Yours faithfully, Account Management"
2391,2,AI-Generated,"Dear valued customer, This is to inform you that that following a thorough review, we have refined our processes to deliver an enhanced user experience. Your feedback is invaluable in helping us improve. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
2392,1,Phishing,"Package delivery failed: Your FedEx parcel could not be delivered. Confirm right away and pay the $1.50 reshipping fee with your two-factor code before midnight."
2393,1,Phishing,"Security alert: Someone tried to log in to your Binance account from North Korea. Click the link and reset your security question answers in the next 6 hours."
2394,2,AI-Generated,"Dear valued member, We are excited to inform you that our services have been expanded to provide you with greater value. We appreciate your continued trust and support. We look forward to your continued patronage. Warm regards, The Team"
2395,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Click here and pay the $2.99 reshipping fee with your login credentials right now."
2396,1,Phishing,"Dear valued customer, as per our records your billing information is outdated. Update now and update your bank account number today or your account will be frozen."
2397,2,AI-Generated,"Dear valued user, We hope this message finds you well. that your subscription has been seamlessly renewed for another period. We take your privacy and security very seriously. Should you have any questions, please do not hesitate to contact us. Best regards, Customer Service"
2398,1,Phishing,"Nigerian prince inheritance: I am a prince and have $10000 in inheritance funds. I need your credit card details urgently to transfer the money. Please respond before midnight."
2399,1,Phishing,"Dear user, you have a pending refund of $1000 from Dropbox. Click here and provide your PIN to receive it in the next 6 hours."
2400,0,Legitimate,"Hey Alex, quick question about the project timeline - do you have a moment to chat 3pm? Only takes 10 minutes. Thanks!"
2401,2,AI-Generated,"Dear esteemed customer, Thank you for being a valued member of our community. We hope this message finds you well. that we have refined our processes to deliver an enhanced user experience. Our team is dedicated to ensuring a seamless experience. Thank you for your cooperation and understanding. Sincerely, The Support Team"
2402,2,AI-Generated,"Dear valued member, Thank you for being a valued member of our community. It is with great pleasure that we inform you that we have made significant improvements to enhance your overall experience. Rest assured that we are here to assist you at every step. Thank you for your time and consideration. Respectfully, Customer Support"
2403,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Visit this page and pay the $2.99 reshipping fee with your bank account number before midnight."
2404,2,AI-Generated,"Dear valued user, We trust this communication reaches you well. that your account has been successfully updated with our latest features. Moreover, We strive to maintain the highest standards of quality. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Respectfully, Customer Support"
2405,2,AI-Generated,"Dear user, We trust this communication reaches you well. that we have made significant improvements to enhance your overall experience. Furthermore, your membership has been thoughtfully extended for your convenience. Thank you for your cooperation and understanding. Sincerely, The Support Team"
2406,0,Legitimate,"Meeting scheduled tomorrow in the cafe. Please come prepared with updates on the test plan."
2407,2,AI-Generated,"Dear customer, As part of our ongoing commitment to excellence, we have updated our terms to ensure transparency and clarity. Rest assured that we are here to assist you at every step. We appreciate your prompt attention to this matter. Respectfully, Customer Support"
2408,2,AI-Generated,"Dear valued customer, We are excited to inform you we have made significant improvements to enhance your overall experience. We value the relationship we have built with you. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
